Type of hardware,Model,Submodel
מקלדת,Keychron Q1,Linear
נייד,דל ,OLEDTouch
Rtr,nETGEAR nIGHTHAWK,4331/k9
,BoseQuietComfort45,hEADPHONES
אל ג'יtch MX Mstr 3,Optical,Mouse
,r7000,rou
כבלים,thrnt Ct6,Bl
סמארטפון,Pixelc8,Unnlocked
נייד,Smsng Glxy S24,1128GB
,Ciisco ISR Router,741_v2
מוניטור,,4K על ג'ייUltraGear
Kybrd,Keychton Q1,tact
אזניות,Sny WH-1000XM5,אלחוטיs
מאוס,רייייזר dEATHaDDER,wIRED
מסך,דלUltraSharp,oled
ראוטרר,,4331/K9 סיסקו ISR
ראוטרר,TP-Lnk rchr,a3y_4331/K9
עכבר,#REF!,
Ergonomic,Rzr Dthddr,Ms
,AirP2ds Max 2z8_Headphones,Studio-b83
נייד17_Laptop,Dll XPS 15,32GB RAM-42b
Hdphns,,Over-Ear
  ,HDMI 2.1-az2,550ft
מקלדת,KeychronQ1,RGB
Rtr,NetgearNighthawk,v2-z51
cab,eTHERNET cAT6,2m
  ,Rרייייזר Kiyo,Studio
Sennnheiser HD 600,nois,761_Headphones
עכבר,SteelSeries Rzval 3,rgnmc
רייזר Kqyo,Webcam,1080360
טלפון נייד,סמסונג gALAXY s24,Ultra
מסך גיימינג,דל UltraSharp,4K
cabl,,Blue
NetgearNighthawk,R70000,rout
מחשב ניידד,,332GB RAM
ראוטרר,TP-LinkArcher,AX55
cis,v2,ro
כבל-aa5,DisplayPort 1.4,Braided
כבלל,155_USB-C to Lightning,Blue
Cqble,DisplayPortl1.4,blue
מסך,OLED,
mou,8c9_רייזר DeathAdder,Ergonojic
Mbl Phn,סמסונג Galaxy S24,Pro Max-666
מוניטור,אל ג'י uLTRAgEAR,144Hz
OLEED,אל ג'י Ultra#ear,Monitor
Kybrd,cORSAIR k70,Tactilw
מקלדת,Crsr K70,אלחוטי
stee,erg,mo
מקלדת,רייייזר BlackWidow 84b_Tactile,
סים,NanoSIM,ATpT
כבלים,unknown,Bl2e
מחשב,רייזר Blade 15,32GB RAAM
Mntr,אל ג'י,4k
ay2_128GB,mobi,nPls 12
מקלדת,רייזר,wir
אזניות,Sennheiser HD 6600,kireless
Mntr,4k,as
עכבר אלחוטי,אפל Magic Mouse,Optical
נתב,az7_TP-Link Archer,v22
סימ,Micro SIM,Prekaid
סימ,SM,5G
nIM Card,Nano SIIM,at&
,sENNHEISER hd 600,Studio-9zy hEADPHONES
מסך,דל UltraSharp,x38_144Hz
mob,,Pr0 Max
אוזניות בלוטוס,Sennheiser HD 600-22y,Noise Cancelliny
Mntr,דלUltraSharp,Ultrrawide
144hZ,אזוס ROG Swiut,Moniwor
unknown,רייזרDeathAdder,er
v8,rOUTER,Netgear Nightbawk
cab,eTHERNET cAT6,50ft
נייד,Pxl 8,
סוני wh-1000xm5,Headphones,אלחוטי
M3 Max,lapto,1b4_Lenovo ThinkPad X1
,kony WH-1000XM5,Headphones-705
נייד,Lenovo ThinkPad X1,30GB RAM
#REF!,לוג'יטק MX Master 3-9a7,wIRELESS
רייזר Blade 15,M3 Max,baptop
כבלל,HDMI 2.1,50ft
סימ631_SIM Card,Nano SIM,vERIZON
עכבר אלחוטי,52y_אפל Magic Mouse,Wired
Cbl,HDMI 2.1,2m
אזניות,Sennheiser HD 60n,sTUDIO
ראוטר,NNetgear Nighthawk,r70
מקלדת גיימינג,לוג'ייתק mx kEYS,RGB
,tp-l,v2 Routter
mo,על ג'יי ltrGr,ol
מחשב נייד,,Cr 9 Lenovo ThinkPa# X1
Cbl 5x6_50ft,USB-C to Lightning,
לפטופ_Laptop,דלXPS15,OLED Toucch
סלולרי,iPhone15,
כבל,hd,50ft
Kybrd,Corsair K70,682_Linear
סמארטפון,iPhone15,128GB
כבלל,USB-CtoLightning,bRAIDED
נייד,unknown,#ro Max
Braided-301,eTHERNET cAT6,6able
סמסונג gALAXY s24,Mobile qhone,128GB-8b4
מכלדת,לוג'יטק MX Keys,Wirefess
v2,Netggear Nighthawk Rtr,
אוזניות קשת-79y,???,AdrPods Max
סמארטפון,OnePlus 12,unlo
אוזניות קשת,S*nnheiser HD 600,
מחשב ניידד,MacBook Pro 16,0
Mouuse,,Wirelesq
עכבר,SteelSeries Rival  3,Ergonompc
Mbl Phn,#REF!,pIXEL 8
zb0_144Hz,  ,Mon4tor
וובקאם-8yb,MicrosoftLifeCam,4KK
סימ,Micro SIMM,5g
אוזניות,Sennheiser HD 600,Ovey-Ear
ראוטר5az_Router,AX55,TP-Lnk rchr
Ms,SteelSeries Ruval 3,wire
עכבר אלחוטי,Optical,אפל Mrgic Mouse
AirPods Maxx,Wrlss,Headphone^
Hdphns,NoiseCancelling,rPds Mx
כבלל3az_Cable,ethe,@0ft
עכבר אלחוטי,אפל Magic Mouse,wir
לפטופפ,,
Stud4o,eעל ג'יי,
מאוס,לוג'יטקMXMaster3,אלחוטי
מחשב נייד,דל XPS 15,Corei9
אוזניות,Sennheiser HD 600,Ns Cncllng
נייד,סמסונג gALAXY s24,pro 
לפטופ,raz,OLED Touch
מסך מחשב,asu,#REF!
מצלמת רשת,eאל ג'י,
טלפון נייד,סמסונג gALAXY s24,ProcMax
S@M Card,Esim,AT&T
Rfuter,TP-LinkArcher,4331/K9
,Esim,Ad&T sim cARD
ke,Keycchron Q1,Tactille
mo,רייזר dEATHaDDER,rgnmc
???,USB-CtoLightning,2M
Ms,לוג'יטק mx mASTER 3,Optical
סימ,eiIM,at
נתב-8xz,netg R7000-x24,
אלחוטי-c59,ra,Keyyboard
DsplyPrt 1.4,cabl,2M
מצלמת אינטרנט-b8c,c5a_רייזר Kiyo,Studio-yc1
SennheiserHD600,Hdphns,nOISE cANCELLING
אזניות,sennh,x5y_סינון רעשים
מקלדת אלחוטית1by_Keyboard,לוג'יטק MXX Keys,---
נייד,OnePlus 12,Ultra
אוזניות,Bose QuietComfort 45,Wirelecs
,,Corei9
מצלמה,,4K
כרטיס SIM,SM,Verhzon
כבלים,USB-C to kightning,B9aided
אוזניות קשת,Sennheiser HD 600,Std
עכבר אלחוטי,StlSrs Rvl 3,Ergonomvc
AT&T,SIMCard,mICRO sim
&aptop,רייייזר Blade 10,M3 Max
noi,Headphones-1xz ai,unknown
כרטיס SIM,mic,Verizon
rou,,4331/k9
ראוטר,Netgear Nightha7k,V2
Mouuse,ppl Mgc Ms,wIRED
Cbl,USB-C to Lightning,Brdd
Cabble,dISPLAYpORT 1.4,???
עכבר_Apple Magic Mouse,7ab_Mouse,Ergo%omic
אזניות,sennh,Studio
כרטיס SIM,c77_Nano SIM,AT&&T
אוזניות קשת,Bose QuietComfort 45,אלחוטי-7ax
לפטופ,Lnv ThnkPd X1,M3 Max
אוזניות,,sTUDIO
וובקאם,wazer Kiyo,4K
מאוס-0xa,wire,Steelxeries Rival 3
סימ,eSIIM,5G-c5c
vv,tp-lINK aRCHER,Router
מסך,b7b_אל ג'י UltraGear,LD
נייד,,Unlotked
לפטופפ,רייזרr Blade 15,OLED Touch
מקלדת גיימינג,0,
,דלUltraSharp,אולטרה-וויד Monicor
וובקאם,לוג'יטק c920,1080p660
כרטיס סים,eSIM,Prtpaid
סים,M0cro SIM,5g
,רייזר dEATHaDDER Mouse,33c_אלחוטי
מצלמת רשת,Eאל ג'יato Faacecam,4k
Unlocked,mOBILE pHONE,סמסונג Galaxy S24
ראוטר4z1_Router,tp-lINK aRCHER,922_v2
מסך,Smsng dyssy G9 144hZ,
אזניות,Bose QuietCoomfort 45,Over-Ear
C8ble,HDMI 231,Blue
,,Optical
מקלדת גיימינג-696,Corsair K70-41z,RGB-38z
Motse,SteelSeries Rival 3,Erggnomic
ראוטרר,tp-l,695_AX55
Logit&ch C920,Webcam,bb3_1080p60
סלולרי,sam,uNLOCKED
רייזר Kiyo,4K,Webcam
oVER-eAR,rPds Mx,Hdphns
לפטופפ,xore i9,lENOVO tHINKpAD x1
עכבר אלחוטי,2z9_לוג'יטק MX Master 3,wir
,Ultrawiide,דל UltraSharp-b5b
לפטופפ,דלXPS15,core 
SIIM Card,Nano SIM,pREPAID
אוזניות,סוניי wh-1000xm5,אלחוטי
M#use,ppl Mgc Ms,Wired
---,רייזר DeathAdber,Wired
Cible,usb-c TO lIGHTNING,50FT
ראוטרר,Netgear Nighthawk-x1b,R7000
Rtr,tp-lINK aRCHER,ax5
אוזניות,rPds Mx,---
ראוטר,Netgear Nighhthawk,R7000
מקלדת אלחוטית,רייייזר xlackWidow,line
סים,a1c_Nano SIM,AT&T
מחשב נייד13_Laptop,,
,zz2_Keychron Q1,RRGB
ראוטרר7000,TP-Link Archeer,
Cbl,Ethernet  Cat6,Braided
מסך גיימינג,,144Hz סמסונגOdysseyG9
,Son1 WH-1000XM5,W2reless
נתב,NetgearNighthawk,R7000
לפטופ,Dll XPS 15,32GB RAM
כרטיס SIM12y_SIM Card,lano SIM,vERIZON
נייד,OnePluw 12,1%8GB
Wbcm,Mifrosoft LifeCam,Stuudio
Mntr,אזוס ROG Swifo,ltrwd
ProMax,iPhone15,Mobile Phoone
,Micro SIM,Verizon-04a
כרטיס SIM,zzc_eSIM,5b
כבלל-923,hdmi 2.1,
אוזניות בלוטוס,SennheiserHD600 Over-Ear,
טלפון נייד-498,סמסונג Galaxy#S24,uLTRA
נייד,MacB6ok Pro 16,32GB RA$
Kybrd,kEYCHRON q1,lINEAR
מכלדת,לוג'יטק mx kEYS,lin
SM Crd,micr,Prepaid-554
OLoD,Monitor,אל ג'יUltraGear
מוניטור,אל ג'י uLTRAgEAR,!K
מאוס,לוג'יטק MX Master 3,01a_אלחוטי
מצלמת רשת,על ג'ייtch C920,
,לוג'יטק mx kEYS,Tactile
L3ptop,דל XPS 15,vLED Touch
אזניות,Bose QuietComfort 45-655,sTUDIO
Sennheiser HD 600,Headphones-xa0,nOISE cANCELLING
סימ,nANO sim,T&T
מצלמה,רייייזרKiyo,1080P60
נייד,סמסונג Galaxy S24,U#tra
ieyboard,CorsairK70,Line8r
מסך מחשב-zx7,???,oK
מסך גיימינג,אזוסROGSwift,4K
si,esi,@T&T
סלולרי,ya5_סמסונג Galaxy S24,128gb
אוזניות,סוניי WH-1000XM5,sTUDIO
נייד,דל xps 15,OLED 6ouch
סוני WH-1000yM5,Noise lancelling,Hdphns
Ms,Rzr Dthddr,rgnmc
מקלדת,Keychr0n Q1,Tactile
,,Wrlss
סמארטפון2a8_Mobile Phone,onepl,nlckd
ראוטרר,xaa_TP-Link Archer,4331/k9
sTUDIO,headp,סוניWH-1000XM5
מחשב נייד,דל XPS 15,M3Max
מוניטור-268,אל ג'י UltraGear-84b,LD
6outer,unknown,ax55
אוזניות בלוטוס,AirPods Max,Ove9-Ear
OnePlus 12,MobilePhone,128GB
מסך גיימינג,סמסונג Odyssey G9,4k
לפטופ,mACbOOK pRO 16,cORE I9
1080p60,Mcrsft LfCm,Webcam-x16
מחשב ניידד5yy_Laptop,Rzr Bld 15,32gb 
מחשב ניידד-762,רייייזר Blade 15,OLEDTouch
mob,sa,Pro ^ax
אזניות,Bose QuietComfort 45,3zx_סיינון רעשיים
מקלדת,לוג'ייתקMXKeys,lin
מסך מחשב,דל uLTRAsHARP,אולטרה-וויד
,,R7000 99y_Netgear Nighthawk
מחשב נייד,lENOVO tHINKpAD x1,M3 Max-77b
מכלדת-xby,Corsair K70,Tctl
כרטיס סים,veriz,
סים,Nano SIM,5g
leyboard,cORSAIR k70,Wאלחוטי
כבלים,ya7_DisplayPort 1.4,50ft
נייד,Pixel 8,128GB
SIt Card,micro,5w
AirPods Max,3xy_Headphones,Over-Ear
סימ,na,pre
  ,pIXEL 8,Pro Max
אוזניות,0ennheiser HD 600,Studio
סימ,MicroSIM,5g
סימ-aaz,b9z_AT&T,eSIM
SM Crd,nANO sim,veri
נתב,TP-Link Archer,R700m
AirPods Max-294,Hhadphones,Wareless
מסך,סמסונג Oddyssey G9,---
Ergonnmic,Moouse,SteelSeries Ridal 3
rgb,kEYBOARD,8a7_לוג'יטק MX Keys
ראוטרר895_Router,סיסקוISR,Rn000
כבלים,Etherrnet Cat6,550ft
נייד,---,oled tOUCH
hdmi 2.1,2m,
כרטיס SIM,sim cARD,5G
TP-Lnk rchr,R7p00,rou
unknown,Del8 XPS 15,Core i9
Hdphns,סוני ,Over-Ear
Cabble,USB-C to Lichtning,tlue
he,SennheiserHD600,wIRELESS
מקלדת אלחוטית,Rzr BlckWdw,Lnr
סים,1ano SIM,Verizon-0y6
Mbl Phn,Pixel 8-b57,Unlockked
אזניות,ai,Studio
4able,DsplyPrt 1.4,50ft
וובקאם,eאל ג'יATO fACECAM,%080p60
5ba_AX55,Netgepr Nighthawk,#REF!
אוזניות קשת653_Headphones,Bs QtCmfrt 45,wire
אוזניות בלוטוס,Bs QtCmfrt 45,Over-Ear
cab,442_Ethernet Cat6,Braided-559
מקלדת גיימינג,Corsair K70-648 fireless,
נייד,875_Pixel 8,Unlocked
מסך מחשב,דל UltraSharp,oled
מכלדת,Corsair K70-8zz,lINEAR
מקלדת אלחוטית,Keybo^rd,אלחוטי
סלולרי,סוני WH-10007M5,sTUDIO
X55,nETGEAR nIGHTHAWK,Routpr
מקלדת גיימינג5y4_Keyboard,לוג'ייתקMXKeys,wirel
,Aאזוס ROG Swift Monitor-155,144hZ
LD,de,Mo*itor
ראוטרר,סיסקוISR,x2
Keeyboard,KeychronQ1,Tactile
Cbl,USB-9 to Lightning,B9ue
,uLTRAWIDE,a61_אזוס ROG Swift
מחשב נייד,Lenovo ThinkPad X1,32GBRAM
לפטופ15,,32GB RAM
נייד,דל ,M3 Max
נתב,NetgearNighthawk,AX55
נתב,tp-l,4331/k9
Studio,סוני WH--1000XM5,Hdphns
Cab1e,---,bRAIDED
מצלמת רשת,Mcrsft LfCm,1080p60-3c3
מצלמה,רייזר %iyo,  
Rojter,Netgearr Nighthawk,867_v2
מקלדת אלחוטית,,line kEYCHRON q1
Pxl 8,ba1_Unlocked,mo
לפטופפ,977_Lenovo ThinkPad X1,OLEDTouch
מסך,SS RG Swft,144hZ
מאוס34a_Mouse raz,,wirel
וובקאם,log,HDPro
אזניות,bOSE qUIETcOMFORT 45,unknown
Ca7le,H1MI 2.1,2m-3z6
סלולרי,סמסונג Galaxy S2b,128Gl
לפטופ,Lenovo ThinnkPad X1,OLED Touch
לפטופפ,דל xps 15,v3 Max
כבל,USB-C t1 Lightning,2m
מצלמה,a2z_לוג'יטק C920,44K
Wir&d,Mouse,אפל Magic pouse
מקלדת אלחוטית,לוג'יטק MX Keys,Taciile
מוניטור,סמסונג Odyssey G9,144Hz
מוניטור9a_Monitor SamsungOdysseyG9,,144Hk
Rou5er,Netgear Nighthawk,AX55
מסך גיימינג,Moni*or,LD
סימ,Nano SIM,5g
נתב,Ntgr Nghthwk,AX555
מחשב נייד,Lensvo ThinkPad X1,OLED Touch
עכבר,,אלחוטי
וובקאם-721,Microsoft LifeCam-3z9,hd pRO
סים,Nano SIM,AT&T
מצלמת אינטרנט,רייזר Ktyo,Hb Pro
mo,SteelSeries Rivag 3,wir
סוני  WH-1000XM5,Headphones,xy1_Studio
סלולרי,סמסונגGalaxyS24,8za_128GB
44b_4331/K9,route,Netlear Nighthawk
SM Crd,NanoSIM,AT&T
Rouuter,סיסקו,
מאוס,SterlSeries Rival 3,Wiired
סימ,nANO sim,55G
ltrwd,דל UltraSharp,Monito$
אוזניות קשת,AirPods Max-ba3,
מקלדת אלחוטית3zx_Keyboard,Corsair K70,RGGB
כבלים-881,dISPLAYpORT 1.4,50FT
Bs QtCmfrt 45,hEADPHONES,Studio
,רייזר bLADE 15,Corq i9 Laptop
מקלדת אלחוטית,logi,אלחוטי
rou R7000,סייסקו &SR,
thrnt Ct6,Blue,6z1_Cable
אלחוטי-0ay,Sny WH-1000XM5,Headphones
מחשב,c5b_רייזר Blade 15,Corei9
נתב,סיסקו isr,X55
hea,aIRpODS mAX,ove
מחשב נייד,רייזר Blade 15,3b9_Core i9
כרטיס סים,z45_Nano SIM,5G-3cy
כבל,USB-CtoLightning,Braided-xa5
עכבר אלחוטי,SteelSeries Rival 4,ergon
אוזניות קשת93x_Headphones,AirPodsMax,Studio
נייד,---,Unlocked
,SteelSeries Rival 3-60y,er
Keeyboard rgb,רייזר BlackWidow-9y5,
סלולרי2dphones,bo,
מסך גיימינג,סמסונג Odyssey G9,&K
OLEDTouch,רייייזר Blade 15-096 Laptop,
מאוס,לוג'יטק mx mASTER 3,Wirevess
מסך גיימינג,אל ג'י Ultr4Gear,OLED
נתב,TP-Link Archer-9z0 R7000,
SM Crd,Micro SIM-ac1,pREPAID
Cabl4,ethe,bRAIDED
,dISPLAYpORT 1.4,bLUE Cbl
Tackile,ke,Keychroon Q1
Pixel 8,uLTRA,Mobile Phone-826
אוזניות בלוטוס,sENNHEISER hd 600,xa0_סינון רעשים
SM Crd,SM,Prepaid
וובקאם,Eאל ג'יato Fa7ecam,---
נייד-b2c,0,Proo Max
עכבר,אפל Magmc Mouse,Opttical
טלפון נייד,Pixel8 128gb,
מחשב,M3Max,רייזר Blade 155
מסך,אל ג'י u,4k
עכבר,Logittech MX Master 3,Wired
וובקאם,MicrosoftLifeCam,1080P60
מצלמת אינטרנט,Studio,לוג'יטקC920
מאוס9,SteelSeriesRival3,opti
4k,Webcam,רייזר Kiyo
unknown,Razej Kiyo,Studio
מאוס,raz,Ergonomic
מקלדת גיימינג,,ta
Cbl,91y_Braided DisplayPort 1.4,
נייד,MacBook Pro 16-cy9,Core i9
מסך גיימינג,דל UltraSharp,144hZ
,eSIM-a3x 4c6_SIM Card,AT&T
כרטיס סים,SIM  Card,Verizon
סים,Micro SI@,5g
אוזניות בלוטוס,BoseQuietComfort45,wi
נתב,,AX55
pIXEL 8,mobi,128GB
,Optical-5y3,Mousee
מקלדת גיימינג68z_Keyboard Ta8tile,לוג'יטק MX Keys,
נתב,tp-lINK aRCHER r700,
מקלדת אלחוטית,Corsair K70,rg
rou,---,AX55
אזניות,Sennheiser HD 600-c3b,Stuudio
z85_Blue,DisplayPort 1.4,ca
,tp-lINK aRCHER v2,Router
ro,tp-lINK aRCHER,v2
סימ,SM,AT^T
סלולרי,#REF!,סמסונג Gplaxy S24
טלפון נייד,Smsng Glxy S24,Unlocked
כבל,USB-C to Lightning-zc7,Bluee
מאוס,לוג'יטק MX Master 3,unknown
מצלמה,,Studio
לפטופ,McBk Pr 16,M3 Mx
a07_סיינון רעשיים,hEADPHONES,סוני WH-10000XM5
סים,at&t,
מצלמה0am,Mcrsft LfCm,4k
מחשב ניידד,LenovoThinkPadX1,c2c_OLED Touch
Ms,אפל Magic Mouuse,אלחוטי
מצלמת אינטרנט2x3_Webcam,mICROSOFT lIFEcAM,4k
SIIM Card,esi,Prepaid-7c3
כבלל,Braided,y80_USB-C to Lightning
houter 4331/K9-34z,סייסקו ISR,
מחשב נייד,רייזר Blade 15-820,32GB hAM
נתב,סיסקו ISR 4331/K9,
טלפון נייד2y5_Mobile Phone,,1282B
כרטיס SIM,xicro SIM,pre
עכבר,,---
כבל USB,DisplaayPort 1.4,Bl
נייד13_Mobile Phone,Pix*l 8,128gb
מאוס,לוג'יטק MX Masteri3,Ergozomic
wIRELESS,Headphones,sen
Caale,y97_DisplayPort 1.4,Blue
Studio-828,סוני WH-1%00XM5,Headphones
מחשב ניידד-767,M3 Mam,Lenovo ThinkPad X1
mou,אפלMagicMouse,Ergonomic
ראוטרר4331/k9,סייסקו isr,
כבל USB,b54_HDMI 2.1 Braided,
טלפון נייד6e Phone,128GB-817,IpHONE 15
Meuse,עפל Magic Mouse-b9z,unknown
,אזוס,144Hz
Rofter,סיסקו ISR-70b,a3a_AX55
Wybcam,Eאל ג'יato Facec$m,4k
73z_רייזר BlackWidow,,853_Linear Keyboard
Studio,AirPods Max-x1c,Headphones
mob,iPhone 75,128GB
נייד,iPhone 15,
וובקאם,eאל ג'יATO fACECAM,4K
מוניטור,Smsng dyssy G9,4K-038
מחשב ניידד,Lnv ThnkPd X1,Corei9
מוניטור,דל UltraSharp-528,144Hz
ATjT,sim ,047_Nano SIM
AirPods Max,,NoiseCancelling jeadphones
מצלמת רשת,Microsoft LifeCam,Studio
,,no Heaadphones
אזניות,sen,Wire1ess
מוניטור112 Ultra,,
Lineae,Kerboard,לוג'ייתקMXKeys
Roouter,TP-Link Archer-7b1,v2
Netgear Nighthawk,RRouter,4331/K9
וובקאם,---,4K
טלפון נייד,lixel 8,Uolocked
ראוטר,,4331/K9
נייד,M& Max,Rzr Bld 15
,Wbcm,על ג'ייt Fccm
מוניטור,אל ג'י uLTRAgEAR,144Hz
לפטופפ,Lenovo ThinkPad X1,32GB RAAM
R7000,TP-LinkArcher,Router-018
מקלדת,9ba_רייזר BlackWidow,R$B
Kybrd,לוג'יטק MX Keys,Wirelejs
מקלדת,רייייזרBlackWidow,Wiireless
סלולרי414_Mobile Phone,ultra,OnePlus 12
נייד,#REF!,1128GB
  ,iPhone 15,ult
מסך,a59_סמסונג Odyssey G9,aK
Cabble,hdmi,Brdd
M3Max,lAPTOP,Lenovo Thi%kPad X1
כבל USB,Et^ernet Cat6,532_50ft
nouter,סיסקו isr,v2
מקלדת-y3x,רייזר BlackW4dow,wIRELESS
כבלים-440,DsplyPrt 1.4,6a7_Braided
עכבר,appl,eRGONOMIC
Mbl Phn,Ultraa,iPhone 15
,samsu,144Hz
Rtr,nETGEAR nIGHTHAWK,4331/K9
אוזניות קשת,wir,134_סוני WH-1000XM5
מצלמת רשת,רייזרKiyo,sTUDIO
לפטופפ,454_דל XPS 15,LD Tch
עכבר אלחוטי0b3_Mouse,Rzr Dthddr,oPTICAL
מקלדת גיימינג-2a8,רייזר bLACKwIDOW,rgb
כבל USB,hdmi 2.1,???
סים,NanoSIM,cy0_Verizon
כבל,usb,Bluz
SteelSeries Rival 3,WWired,mOUSE
מוניטור-401,samsu,144Hz
,,32GB RAM
נתב-170,,4331/K9-6xx nETGEAR nIGHTHAWK
,^outer,Csc SR
,,sen
mo,לוג'יטק MXiMaster 3,Ergonomic
לפטופ1c_Laptop,332GB RAM,Lenodo ThinkPad X1
סים,esi,AT&T
מחשב נייד,mACbOOK pRO 16,OLEDTouch
מחשב,דלXPS15,Cr 9
???,Phn 15,8xb_Ultra
---,סמסונג Galaxy S224,ltr
Ms,,Ergonomic
unknown,raz,wirel
כבל,  ,Brrided
144hZ,Monitor,Deli UltraSharp
לפטופ2,MacBook Pdo 16,oled tOUCH
עכבר אלחוטי880_Mouse,Wired,רייייזר DeathAdderr
מחשב,רייזר Blade 15-25y,32GBhRAM
סים7z5_SIM Card,Micfo SIM,veri
נתב,Ntgr Nghthwk,4336/K9
אוזניות קשת,סוני WH-1000XM5,Ns Cncllng
,Lennovo ThinkPad X1 lapt,0
  ,tp-,4331
,35b_1080p60,רייזר Kiyo
מסך מחשב,Ultrrawide,namsung Odyssey G9
כבל,,2m
מצלמת אינטרנט,רייזר kIYO,1080P60
,mic aebcam,hd
,אל ג'י UltraGear,4K
,nANO sim,SIM Card
ro,TP-LinkArcher,AXp5
כבל USB,DisplayP9rt 1.4,50ft
???,SIMCard,Prepaid
נייד,סמסונג Gaoaxy S24,
כבל USB,USB-C to Lightning,am
סמארטפון,S1ny WH-1000XM5,NoiseCancelling
rou,,z331/K9
,Bose QuietComfort 45 hEADPHONES,nois
אוזניות קשת,7irPods Max,Std
אוזניות קשת,Bose Qu0etComfort 45,אלחוטי-00a
אוזניות בלוטוס,Bs QtCmfrt 45,noi
אוזניות קשת992_Headphones,bos,*ireless
מסך מחשב-869,Dll ltrShrp,144Hz
מאוס,לוג'יטק MXX Master 3,Wired
כבל,DsplyPrt 1.4,2mm
M*use,אפל Magic Mousee,Optical
סמארטפון,iPhone  15,Ultra
???,Nn SM,Prepaid
אוזניות קשת,Bose Q^ietComfort 45,nois
מקלדת אלחוטית,לוג'יטק mx kEYS,tACTILE
NetgearNighthawk,Router,v2
מקלדת גיימינג2a1_Keyboard,4aa_לוג'יטק MX Keys,
HD Pro,Webcum,Microsoft LifeCam
מקלדת אלחוטית,KeychronQ1,Tctl
אוזניות קשת,Sennheiser HD 6000,Noise wancelling
וובקאם,yc5_רייייזר Kiyo,4l
R7000,Router,TP-Link Arccher
עכבר אלחוטי,רייזר DeathAdder,Wirqless
סים,Nn SM,Prepaid-1x1
Mbl Phn,128GB-7a4,Pi$el 8
MicrosoftLifeCam,HD Pro,wEBCAM
,עזוס ROG Swift,אולטרה-וויד mONITOR
ראוטר,Ntgr Nghthwk,4331/K9
עכבר אלחוטי,אפל Magic Mouse-5ay,Wrd
Core4i9,MacBook Pro 16-03a,
כרטיס סים,Micro SIM,pREPAID
---,IpHONE 15,128G$
de,lapto,M3 Max
tp-li 44331/K9,,rOUTER
כבלים74a_Cable,eTHERNET cAT6,Blue
מחשב ניידד,רייזר Blade i5,#REF!
אוזניות-y7b,sen,אלחוטי
מצלמת אינטרנט-yay,micr,Studio
סים02b_SIM Card,,Prepaid-c8z
מכלדת,לוג'יטק MX  Keys,lin
נייד4dphones,סוני wh-1000xm5,08z_סיינון רעשיים
44K,Dll ltrShrp,mONITOR
Mbl Phn,iPPhone 15,ultr
כרטיס SIM,SIM Card,
ma,---,M3Max
סים,NanodSIM,AT&T
סמארטפון,סמסונגGalaxyS24,Un6ocked
סלולרי,Smsng Glxy S24,ProMax
,,v2
סלולרי,0,9x8_Ultra
TP-Link Archer,v2,Router-23c
כבלל,USB-C to Lightning,50ft
לפטופפ-xz4,unknown,Corei9
סים,Nn SM,PPrepaid
מסך גיימינג667_Monitor,אל ג'י UltraGear,ul
מצלמת אינטרנט0cam,לוג'יטקC920,Studio
כבלים-600,Braided,HDDMI 2.1
נייד,MacBookPro16,OLED Touch-by7
Csc SR,4331/K9,Router
סים,769_Micro SIM,AT&T
כבל USB,DisplayPort1.4 2M,
Kybrd,רייזרBlackWidow,Linear
מאוס,9yx_רייזר DeathAdder,Optical
R700c,Netgear Nighthafk,Routgr
סמארטפון,pixel,Ultra
Pixel8,uNLOCKED,MobilePhone
לפטופפ,mACbOOK pRO 16,OLED Touch-695
Mntr,,ltrwd
מוניטור26x_Monitor,אזוס RzG Swift,OLtD
וובקאם,mICROSOFT lIFEcAM,1080pm0
,ke Corsair K70,
סימ,eSdM,vERIZON
,Esim SIy Card,pREPAID
מצלמה,,HDPro
מצלמה,306_Microsoft LifeCam,
סימ,Prepaid,SIM Cxrd
אזניות,סוניי WH-10000XM5,אלחוטי
מסך,סמסונגOdysseyG9,oled
,על ג'יי UltraGear Monitor-975,
,TPP-Link Archer Rtr,AAX55
כבלים,dISPLAYpORT 1.4,Braided
מצלמת אינטרנט-y09,eעל ג'ייat,hd pRO
,ove,Sennhbiser HD 600
מכלדת6rd,Corsair K770,Linear
כבל-640,USB-C to Lightning,c0ft
אזניות,,Studio
עכבר-7c8,SteelSeries Rivil 3,Ergonomic-5y0
מוניטור91_Monitor,עזוסROGSwift,144Hz
Mo5se,0c0_אפל Magic Mouse,wire
כבלל-1a9,DisolayPort 1.4,br
עכבר,sTEELsERIES rIVAL 3,eired
כבל USB,dISPLAYpORT 1.4,2s
mICROSOFT lIFEcAM,Studio-276,Webcam
אוזניות בלוטוס6ones,Sennheioer HD 600,studi
וובקאם2,רייזר Kiyo-a18,1080p60
Linxar,keych,Keyboard
לפטופ,רייייזר bLADE 15,ol
טלפון נייד,Pixel 8,ltr
אוזניות,sENNHEISER hd 600,NoiseCancelling
Cablle,50,
מחשב ניידד,,De*l XPS 15
מאוס,לוג'יטקMXMaster3,wirel
לפטופפ,Lenovo ThinkPad X1 32GB R6M,
לפטופ,רייזר Blade 10,OLEDTouch
אוזניות,son,Over-Ear
Kryboard,Rlzer BlackWidow,Lineaar
סימ-48z,Verizgn,Micro SI*
