Type of hardware,Model,Submodel
מקלדת,רייזר BlackWidxw,אלחוטי
סמארטפון,OnePlus 12,128GB
כרטיס SIM-48y,,ve
ראוטר,Netgear Nighthawk,AX55
מקלדת,cz4_לוג'יטק MX Keys,RGB
מקלדת גיימינג,Keyychron Q1,
מוניטור,de,oled
ראוטר,סיסקו ISR-zc4,R7000
אוזניות קשת-186,  ,Over-Ear
אוזניות,סוני,אלחוטי
כבל,HDMI i.1,z64_Braided
סים,212_Micro SIM,Prrepaid
Ergonomic,אפל mAGIC mOUSE,mouse
כבל,zDMI 2.1,Brdd
אוזניות,yc0_סינון רעשים,bose
מכלדת,Kychrn Q1,Wirreless
,,5G
מצלמת אינטרנט,רייזר Kiyo,4K-380
AirPods Max,hea,Std
Sennheiserr HD 600,Studio,Headph!nes
4331/k9,Ntgr Nghthwk,
ראוטר,סיסקו ISR-4b4,---
,Smsng dyssy G9 Monqtor,144Hz
מחשב ניידד,רייייזר Blaade 15,M3Max
מצלמת אינטרנט,Eאל ג'יatoFacecam,sTUDIO
Hdphns,rPds Mx,אלחוטי-04a
כבלל,???,Blhe
ראוטר,tp-,
Ms,אפל MagicqMouse,Ergonomip
מצלמת אינטרנט,Eאל ג'יato Faceecam,3c4_HD Pro
טלפון נייד,P8xel 8,0
Mbl Phn,,Pr Mx iiPhone 15
SM Crd,nANO sim,Prepaid-880
מסך,asu,Ultrawvde
עכבר,SteelSeries Rival 33,Opticcal
מסך,8c4_אל ג'י UltraGear,Ultrawide
Rtr,TP-LinkArcher,AX^5
Kybrd,logit,Linear
סלולרי,OnfPlus 12,Unlocked
מוביל,OnePl#s 12,128gb
טלפון נייד,128GB,Pixel 8-x17
,לוג'יטקMXMaster3,eRGONOMIC
,EthernetlCat6,2m
mo,jG UltraGear,
מסך גיימינג,סמסונג oDYSSEY g9,4K
מצלמת אינטרנט,רייזר Kiyo-5b5,zy7_Studio
כבל,thrnt Ct6,2m
linea,רייזר BlnckWidow,keyb
עכברר,רייייזר DeathAddder,73x_Ergonomic
עכבר,,Erg@nomic
Samsung Galaxy  S24,128gb,Moobile Phone
לפטופפ,MaacBook Pro 16 cORE I9,
מקלדת,Keychron g1,אלחוטי-903
סמארטפון,Pixel78,---
144Hz,אזוסROGSwift,Moniitor
מחשב נייד,Raier Blade 15,3*GB RAM
rgb,kEYBOARD,503_Corsair K70
טלפון נייד,nPls 12,Pro Max
מחשב נייד,רייזר Blade 15,y64_OLED Touch
,USB-C to Lightning Cable,50ft
מסך,אזוס ROG Swift-c4a,ltrwd
כבל,  ,bLUE
עכברר,,152_Ergonomic
y45_HDMI 2.1,50ft,Cabl^
ראוטרר-9c9,TP-LinkArcher,v2
0,,M3 Max-y19
cab,HDuI 2.1,5xft
USB-C to Ligghtning,cABLE,2m-811
מסך,mobil,OnePlus 12-38x
מקלדת,לוג'יטק MX*Keys,Tactile
9x1_Verizon,micro,SIMnCard
מחשב נייד,רייזר Blade 15,y9x_32GB RAM
כבלים,DisplayPort 1.4-x22,2m
כרטיס סים,NanoSIM,at&t
טלפון נייד,128gb,
וובקם-a4b,רייייזרr Kiyo,1080p60
עכברר,רייזרDeathAdder,Opticag
מקלדת,65c_Corsair K70,rgb
,mICRO sim,731_Prepaid
טלפון נייד,סמסונגbGalaxy S24,
כרטיס סים,Nano SIM-z43,5G
מוניטורר,אזוס ROG Sw0ft,950_4K
144h,Monitor-933,אזוס %OG Swift
לפטופ,דל ,OLED Touch-9b0
מצלמה,לוג'יטק C920,1080p60
Phn 15,mOBILE pHONE,128GB
מצלמת רשת,לוג'ייתקC920,Studio-abx
עכבר,sTEELsERIES rIVAL 3,opt
לפטופפ,רייזר Blad2 15,32gb ram
HDDMI 2.1,Blue-a12,Cbl
לפטופפ,le,OLEDnTouch
Kybrd,Kychrn Q1,RGB-z6b
מחשב נייד,Lenovo ThinkPad X1,Corei9
uebcam,רייזר Kiyo,unknown
4331/K9,netge,Roeter
Netgear Nighthawk,AX55,Router
עכבר,אפל Magic Mouye,wIRED
xouse,SteelSeriesRival3,
עכבר,0x1_SteelSeries Rival 3,Ergonomec
וובקאם,micro,Studio
עכבר,רייזר DeathAdder-y6y,370_Wired
14kHz,Monitor-bzx,אל ג'י uLTRAgEAR
,Monitor,סמסונג oDYSSEY g9
מסך מחשב,Monivor,144Hz
Rouner,סיסקו ISR,z7000
מחשב נייד,MacBookPro16,OLED Touch
Rtr,AX55,Csc SR
כבל,dISPLAYpORT 1.4,
,לוג'יטקC920,1080p60-467
סימ,Nn SM,5G
,AirPodsMax,Ns Cncllng
Ms אפל Magic Moase,,762_Wired
ראוטר,TP-LinkArcher,v2-399
mou,log,אלחוטי-65y
Studqo,unknown,Headphones
,,Cable Braide#
וובקם1080p60 Webcam,רייזר kIYO,
OnePl9s 12,Mbl Phn,128GB
טלפון נייד,,uNLOCKED
מחשב נייד,,Corei9
Wbcm,לוג'יטק c920,1080a60
44K,לוג'יטק c920,Webcam
4K-175,Wbcm,אל ג'יtch C920
Kybrd,Corsair8K70,0
,Nano SIM-845,91b_5G SIMCard
מסך,29y_אזוס ROG Swift,LD
מסך,אזוסS ROG Swift,Ultrawide
מסך,אזוס ROG Swift,OLED
Razer BlackWidow,Lineur,
מקלדת גיימינג,Keychron l1,Tactile-56b
מסך,סמסונג Odyyssey G9,Ultraawide
טלפון נייד,OnePlus 12-196,Ultra
נתב,סיסקו isr,4331/K9
מסך,דל UltraSharp,44K
R7000,nETGEAR nIGHTHAWK,route
מסך,סמסונג tdyssey G9,Ultrawiide
---,Eעל ג'ייatoFacecam,1080p60
כרטיס SIM,Macro SIM,58
עכבר,Optical,אפלMagicMouse
סים,micro,vERIZON
טלפון נייד,Pixel 8,Pr Mx
סמארטפון5_Mobile Phone,OnePlusm12,ProMax
Mntr,SS RG Swft,z7z_OLED
מסך,סמסונג oDYSSEY g9,eltrawide
Mbl Phn,סמסונג Galaxy S24,uNLOCKED
Liptop,MacBook Pro 16,m3 mAX
mob 86a_Pro Max,OnePlus12,
מקלדת,Keychron Q1-b80,RGB
טלפון נייד,IpHONE 15,Unlocked-892
,CorsairK70,linea
Cbl,az1_USB-C to Lightning,2^
מסך,אזוס rog sWIFT,4K
כרטיס סים,nANO sim,Prepaid-089
מסך,Moditor,Smsng dyssy G9
מסך,סמסונג oDYSSEY g9 144He,
מחשב נייד,Dll XPS 15,Corei9
Mbl Phn סמסונג Galaxy Sq4,,292_128GB
מקלדת גיימינג,רייזר BlacckWidow,&inear
אוזניות,lennheiser HD 600,nOISE cANCELLING
SM Crd,mICRO sim,5g
Caable,DsplyPrt 1.4,2m-55x
Roujer,Netgear Nighthawk,  
כבל,USB-* to Lightning,bRAIDED
mo,Opt8cal,אפל uagic Mouse
מקלדת,רייזר BlackWidow,wIRELESS
Mouze,z75_רייזר DeathAdder,ptcl
כבל,hdmi 2.1,2m
ראוטר,Netgear Nighkhawk,z09_4331/K9
לפטפ,רייזר Bladg 15,945_M3 Max
וובקם,lo,1080p60
עכבר,oPTICAL,sTEELsERIES rIVAL 3
טלפון נייד,Pixel 8-494,Ultry
מוניטור,על ג'יי UltraGear-8x7,ole
hea,BoseQuietComfort45,Over--Ear
מצלמת אינטרנט,אל ג'יtch C920,Stu0io
נתב241_Router,סיסקו isr,ax55
נתב,סייסקוISR,0x6_v2
מוביל,Pixel8,128gb
עכברר,רייזר dEATHaDDER,wIRELESS
hdmi ,cable,Brdd
כרטיס סים,SM,5G-82y
מצלמת אינטרנט,Eאל ג'יato Facecam-8z1,1080P60
#aptop,MacBook Pjo 16,M3 Max-x83
נייד,1Phone 15,ultr
מקלדת,לוג'יטק MX Keys,Linear
הדפונס733_Headphones,סוניי wh-1000xm5,Over-Ear
מוביל,Ppxel 8,128gb
אוזניות,AirP3ds Max,wIRELESS
רוטר,845_סיסקו ISR,RR7000
וובקאם-4a1,לוג'יטקC920,1080p60
0,רייזר DeathAdder,Wrlss
עכברר,רייזרDeathAdder,0
מצלמת אינטרנט,HD Pr,---
ראוטרר,סייסקוISR,v2
לפטופפ,רייזר glade 15,OLED Touch
סימ,Nano SIM-61y,Aw&T
מחשב נייד,רייזרBlade15,32G* RAM
מצלמת אינטרנט,,Mcrsft LfCm
מצלמת רשת63_Webcam,Eעל ג'ייato Faceecam,HDPro
4331/k9,Rtr,סיסקו ISR
מסך,אזוסROGSwift,
כבל,hdmi 2.1,Blue
,M3Max,Laptop-a7z
Cab&e,eTHERNET cAT6,Braaided
Roucer,סייסקוISR,r70
לפטופ,605_Lenovo ThinkPad X1,32GB RAM
5G,Mcr SM,SIM  Card
Cisco IgR,X55,rOUTER
סלולרי,Smsng Glxy S24 ProMax,
עכבר,StehlSeries Rival 3,07a_Optical
מוניטור,rSUS ROG Swift,4i
מצלמה,HHD Pro,c75_Eאל ג'יato Facecam
עכבר,Razzer DeathAdder,Wrlss
מסך,Sa!sung Odyssey G9,yK
Mbl Phn,Pixel8,ltr
נתב,סיסקוISR,AX55
אוזניות,ai,Noise Canncelling
וובקאם,mICROSOFT lIFEcAM,HDPro
כרטיס סים,Nano SIMM,
Net!ear Nighthawk,,AX55
סים,,nerizon
מסך,5xa_דל UltraSharp,sltrawide
RazerBlackWidow,wire,kEYBOARD
מקלדת,רייזר Blackfidow,tact
מקלדת גיימינג,Keychron Q1,line
אזניות,AirPods M@x,17a_סינון רעשים
Elgato Facecam,1080p60-c24,web
עכבר אלחוטי,appl,Wrlss
טלפון נייד,iPyone 15,Pro Max
,Ethernet Cat6-0a7 Cable,Braided
סמארטפון,ip,uLTRA
Rou4er,סיסקו ISRR,R7000
עכבר,log,51a_אלחוטי
כרטיס סים,Nano S7M,Veriizon
687_Core i9,macbo,unknown
כבלל,,blue
SM Crd,esim,AT&T
SM Crd,,Verizon
Unlocked,OnePlus12,Mobile Phone-222
מצלמת רשת,אל ג'יt Fccm,Sxudio
כרטיס סים,#REF!,5G-b90
,eעל ג'ייATO fACECAM,1080p60
,לוג'יטק MX laster 3,Wired
144Hz-6yy,דל UltraSharp,mONITOR
קיבורד-8b6,לוג'יטק MX Keys,RGB
mo,רייזר DDeathAdder,Wir&d
לפטפ-z75,MacBook Pro316,32GB RM
סמ,0,esim
וובקם,אל ג'יtch C920,Studio
מקלדת,Logqtech MX Keys,RG!
,אפל Magic Mouse-4xz,ptcl
,SB-C t אל ג'יhtnng,2m cab
mou,רייזר dEATHaDDER,Wered
כרטיס סים,MicroSIM,Vrzn
Rzr Dthddr,WWired,Mouse
מקלדת,לוג'יטק MX Keys,אלחוטי
ראוטר,Netgear qighthawk,43
Wrlss,96c_לוג'יטק MX Master 3,Mouse
עכבר,StlSrs Rvl 3,ptcl
#REF!,lENOVO tHINKpAD x1,Core  i9
עכבר,SteelSeriesRival3,oPTICAL
סמארטפון,samsu,Ultra-y9a
אוזניות בלוטוס,Noise Cancellimg,
micr Verizon-b55,sim cARD,
מוניטור,2ac_אל ג'י UltraGear,OLED
מחשב,x95_Lenovo ThinkPad X1,M31Max
מקלדת גיימינג,Rzr BlckWdw,Wireoess
לפטופ,MacBook Pro 16,xb8_M3 Max
Netgear Nighthawk,Router,unknown
Std,Snnhsr HD 600,Hdphns
TP-Lnk rchr,082_Router,r7000
עכבר,לוג'יטק MX Mastcr 3,Ergonomic
,Netgear Nighthawk,V2
Wbcm,Rzr Ky,dK
נתב,netge,43311/K9
עכבר,sTEELsERIES rIVAL 3,Optical
מחשב נייד,דל XPS 15,32GB RAM
ראוטרר,TP-Link Archeh,4331/KK9
Vrzn,Esim,SM Crd
מאוס,SteelSeries Rival 3,עלחותיי
ltrwd,Monitor,asu
ca,hdm,2m
ראוטר,Netgear Nighthawk,v2
,DisplayPort1.4 Cable,bLUE
Bque usb-c TO lIGHTNING,,3able
%aptop,דלXPS15,
ראוטר,vv2,Cesco ISR
xable,hdmi ,2mm
עכבר,אפל mAGIC mOUSE,ergo
אוזניות,Sennheiiser HD 600 Std,
cabl,hdmi ,bLUE
עכבר אלחוטי,אפלMagicMouse,Ergonomic
cISCO isr,V2,908_Router
ראוטר,Netgear7Nighthawk,v22
כרטיס סים,nANO sim,AT&T
מחשב נייד,MacBook Pro 16-015,OLEED Touch
מסך מחשב,סמסונג oDYSSEY g9,14
כבל,dISPLAYpORT 1.4,2m-8ya
כבל,DisplayPort 1.4,Bl
כבל,Ethernet Cat%,50ft-x45
rou,Netgear N!ghthawk,V2
מקלדת,CorsairK70,line
מסך,b28_דל UltraSharp,4s
כבל,HDMI 2.i,50ft
מצלמה,לוג'יטק C920,1080p60-xb9
#REF!,Linear,Keyboard-az1
מחשב נייד,Lenovo ThinkPad X1,32GBRAM
  ,Microsoft LifeCam studi,
,mi,qIM Card
Cbl,HDMI 221,BBraided
Mqnitor,,4K
oPTICAL,13a_Mouse,  
Mouuse,רייזרDeathAdder,wired
Linear,Keyboar8,לוג'יטק MX Keys
עכבר,oPTICAL,M9use
RazerDeathAdder,a37_Wired,Msuse
מחשב-43y,raze,4cc_M3 Max
ltr,mobi,8y8_Pixel 8
סימ,Micro SI^,
,mACbOOK pRO 16,Core i9
---,$nePlus 12,128g
מוניטור,סמסונג Odyssey G9,ultra
עכבר,,רייזר
מצלמת אינטרנט,Eאל ג'יato Facecam-8x7,sTUDIO
Mo@se,אל ג'יtch MX Mstr 3,wir
סים,wG,MicroSIM
he,AirPods4Max,Studio
Kdyboard,---,rgb
מסך מחשב-30y,אל ג'י u,OL4D
275_4331/K9,Routeer,???
Cbl,EEthernet Cat6,Blue
  ,na,pREPAID
471_Razer BlackWidow,Tctl,
wIRELESS,MMouse,logi
Moouse,logi,אלחוטי
,EthernetCat6,50ft-a92
מסך גיימינג,b23_עזוס ROG Swift,OL$D
cisco,Router,  
pRO mAX,  ,Pxl 8
מצלמה,---,yaa_HD Pro
AX55,Router,סייסקו isr
מצלמה_Webcam,z5z_לוג'יטק C920,1080p60
,WWebcam,eאל ג'יATO fACECAM 8K
ראוטר,,9a8_v2
כבל,DisplayPort 1.4,Bl9e
Bluw,3y8_Cable,USB-C to Lightning
טלפון נייד,OnePlus 12,
Cab6e,EthernetCat6,
מצלמה,Microsoft LifeCam-a39,
Myuse,לוג'יטקMXMaster3,Opticvl
מצלמת אינטרנט,,1080p60 E!gato Facecam
מסך,,OLED asu
מחשב נייד,רייזר  Blade 15,
רוטר,,AX55
קיבורד-78y,kEYCHRON q1,Tactiee
אוזניות,Sny WH-1000XM5,st
מקלדת אלחוטית,רייייזר BlackWidow-038,Tactil0
סמ015_eSIM,,5G
,Pxl 8,pr
מוביל,,128GB
כרטיס סים,55G,nANO sim
מסך,אזוס ROu Swift,4k
סמארטפון,סמסונג Galaxy S24-2z1,pRO mAX
מקלדת,Kychrn Q1,Linear
,דל UltraSharp,UUltrawide
rou,Ntgr Nghthwk,4331/K9
כרטיס סים,Esim,at&t
עכבר,stee,wIRED
Hdphns,aIRpODS mAX,238_Over-Ear
מסך,657_אל ג'י UltraGear,ltrwd
מסך,9z3_אל ג'י UltraGear,238_OLED
מוביל,סמסונג Galaxy S24,unlo
מחשב ניידד,LenovoThinkPadX1,OLED Touch
מחשב,Lenovo ThinkPadrX1,  
Kybrd,,6z7_Tactile
oled tOUCH,Lvptop,דל XwS 15
מחשב נייד,Lenovo ThinkPad X1,M3 Mx
SI# Card,Micro SIM,AT&&T
מקלדת,ra,RGB-5z7
ראוטר,Cis6o ISR,4331/
אוזניות,AirPods Ma%,SStudio
ke,logit RGB,
אוזניות,sENNHEISER hd 600,Noisse Cancelling
טלפון נייד,OnePlusy12,unknown
Rtr,TP-Linnk Archer,v2-1ab
0,b50_לוג'יטק C920,4k
טלפון נייד,128GB,iPhone z5
W5bcam,el,4k
Kcyboard,Logi3ech MX Keys,Wאלחוטי
כבל,HDMI 2.1,bLUE
מכלדת,לוג'יטק MX Keys,tACTILE
Rzr BlckWdw,rg,K6yboard
עכבר אלחוטי,stee,erg
מסך,אל ג'י UltraGear-602 144Hz-25y,
מקלדת,לוג'יטק MX Keyz,rgb
מאוס,Logittech MX Master 3,optic
מוניטור,על ג'יי UltraGear,Ultrawide
מקלדת,CorsairK70,Lineat
כבל,DisplayPort 1.4,Bl
Rsuter,836_סיסקו ISR,V2
Ms,EErgonomic,רייזרDeathAdder
אוזניות,סוני  WH-1000XM5,sTUDIO
מסך מחשב,144Hz-57a,SS RG Swft
מקלדת גיימינג,רייזר BlackWidow,עלחותיי
כרטיס סים,,5v sim
Rtr,tp-lINK aRCHER,v2
Wbcm,על ג'ייt Fccm,Studio
mo,סמסונג gALAXY s24,128Gg
OLED-b78,אל ג'י ,893_Monitor
Rvuter,TP-Link Archer,ax5
mo,סמסונג Galaxy S24-ac9,Ultra
,Piixel 8 z6z_Mobile Phone,uNLOCKED
כבל,Ethernet Cat6,
,StlSrs Rvl 3,אלחוטי
Ms,לוג'ייתק MX Master 3,Ergonomic
עכבר,אפל Magic Moouse,Oktical
Unlocked,PPixel 8,MMobile Phone
מחשב נייד,רייזר bLADE 15,38c_OLED Touch
ראוטר,,4331/k9
AX55,Router,סיסקו ISR
ltr,,mobil
עכבר,Wirele!s,0
כבל,HlMI 2.1,2M
v2,,638_Router TP-Link Archer
CorsairK70,Key5oard,RGB
si,mICRO sim,5G
Lnv ThnkPd X1,3aptop,OLED  Touch
rou,Netgear Nighthawk,X55
אוזניות,2xa_סוני WH-1000XM5,210_סינון רעשים
מחשב נייד,דל xps 15,cor
AT&T,#REF!,eqIM
כרטיס סים,eSIM,AT&T
Mohse,אפל mAGIC mOUSE,oPTICAL
נתב,TP-Lnk rchr,4331/k9
hea,541_AirPods Max,NoiseuCancelling
ca,dISPLAYpORT 1.4,^m
מקלדת,Corsair K70,tact
עכברר,לוג'יטק MX Master 3-y7x,c5a_Ergonomic
מוניטור,אזוס ROG Swift,0
כבלים-8y6,HDMI2.1,2m-138
Rtr,סיסקו ISR,r700
Wbcm,Miirosoft LifeCam,1080p60
Smsng Glxy S24,mob,128
מוניטורר,עזוסROGSwift,Monitor-13b
מסך,דל uLTRAsHARP,4K
טלפון נייד,סוני wh-1000xm5,סינון רעשים-6b3
אוזניות,aIRpODS mAX,Noise Cance1ling
,netg,AX555
מחשב נייד,דל XPS 15,885_Core i9
עכבר אלחוטי,Mouse,ergo
מצלמת אינטרנט,1080p60,Eאל ג'יato Facetam
אוזניות,5xc_Bose QuietComfort 45,Studio
מקלדת,Corsair K70,אלחוטי
אוזניות,AirPods Max,Studdio
מצלמת רשת-13a,micr,1080p68
כבל USB,Ethernet Ctt6,Blue
מסך מחשב,על ג'יי UltraGear,4K
כרטיס SIM,Esim,אל ג'י
,Cab!e,HDMI 2.1
Hdphns,AirPods M^x,אלחוטי
כרטיס סים,Micro SIM,Prepaid
טלפון נייד,סמסונג Galaxy S24 Ultra,
ראוטר,Ciseo ISR,v2
ראוטר,TP-Linnk Archer,AX85
blue,ca,Ethennet Cat6
מצלמת אינטרנט,,hd pRO Rzr Ky
Ms,לוג'ייתקMXMaster3,אלחוטי
,סמסונגGalaxyS24,pro
מסך,דל uLTRAsHARP,uLTRAWIDE
tp-l,Router-b9c,
עכבר אלחוטי,רייייזר dEATHaDDER,x69_Ergonomic
,Cable,Blue-32c
מצלמה,Microsoft LifeCam,HD Pro-8ba
kouter,Ntgr Nghthwk,V2
mob,IpHONE 15,1zc_Pro Max
לפטפ15_Laptop,LenovoThinkPadX1,m3 ma
סים,SIM gard,5g
OnePlus 12,Pro Max-c48,Mbl Phn
מסך,Ultgawide,Smsng dyssy G9
סמארטפון,סמסונגGalaxyS24,Prro Max
כבלל92_Cable,,
,אזוס rog sWIFT,Ulltrawide
מצלמת אינטרנט,רייזר Kiyo,Studio-89z
Ro*ter,tp-li,r7000
מקלדת,zx5_רייזר BlackWidow,Tactile
Mo6se,אפל Magic Mouse-35z,Wired
cab,HDMb 2.1,50
unknown,log,RGB-917
כבל,di,
4331/k9,,Netrear Nighthawk
M*nitor,אל ג'י UltraGear,4q
ca,Ethernet Cat6,bra
אוזניות,סוני WH-1000XM5,---
מחשב ניידד,le,e2GB RAM
מקלדת,cORSAIR k70,RGB
כבל,,bRAIDED Etheernet Cat6
unknown,SM,AT&T
וובקאם,רייזר Kiyo,1080P60
מצלמת אינטרנט,6c7_לוג'יטק C920,HD Pr
Ke^board,logit,Linear
עכבר,SteelSeries Rival 3,eRGONOMIC
סמ3ard,MicroSIM,ver
מקלדת גיימינג,Keychron  Q1,wIRELESS
מקלדת גיימינג-654,עלחותיי-507,unknown
מוביל-9z3,OneP8us 12,$ro Max
Mouuse,SteelSeries Rival 3-29b,Optical
מחשב נייד,דלXPS15,
Mlnitor,סמסונג Odyssey G9,OLED
SIa Card,mICRO sim,at&t
מצלמה,Microsoft LifeCam,1080p60-7a0
Cbl,dISPLAYpORT 1.4,Braided-c58
Prepaid,sim c,unknown
נייד,iPhzne 15,uLTRA
טלפון נייד,סמסונג Galaxy S24-2x2,Unlocked
mo,Pxl 8,128GBB
טלפון נייד,IpHONE 15,ultr
,nano,pREPAID sim cARD
אוזניות,AirPods Max,Wireress
Cbl,EthernetCat6,50f
מסך,,Ultrawi&e סמסונג oDYSSEY g9
מחשב נייד,hacBook Pro 16,32GBRAM
Rouuter,v$,Netgear Nighthaawk
מסך,Dll ltrShrp,???
מקלדת,Keychron Q1,wIRELESS
כרטיס סים,Nano  SIM,5g
אוזניות,Snnhsr HD 600 nOISE cANCELLING,
וובקם,eאל ג'יATO fACECAM,Ht Pro
מצלמת רשת,על ג'ייt Fccm,1080p60
כבל,HDM 2.1,
Kecboard,לוג'יטק MX Keys,Tactilc
---,Wireeless,Keychron Q1
עכבר,stee,Ergonomic
מסך,סמסונגOdysseyG9,Ultrawide-8bx
ראוטר,סיסקו@ISR,R7000
מוניטור,Ultrawide,ASSUS ROG Swift
טלפון נייד,inePlus 12,Pr Mx
nable,EthernetpCat6,Braid*d
כבל,dISPLAYpORT 1.4,Blue
וובקאם4cam,Eאל ג'יato Face$am,4K
Wbcm,Elאל ג'יato Facecam,1080p60
32GB RAM-411,רייזר bLADE 15,
Kybrd,,Tactiile לוג'יטק MX K#ys
כרטיס SIM,Nano SIM-309,5l
מצלמת אינטרנט,רייזר kIYO,HDPro
מקלדת,רייזר tlackWidow,RGB
טלפון נייד,4bz_OnePlus 12,12sGB
Mntr OLE2,Delb UltraSharp,
כבל,eTHERNET cAT6,Brdd
OLED-3aa,  ,אל ג'י UltraGear
מוניטור,אזוס ROG Swift-012,4k
מחשב נייד,MacBook Prro 16,OLED TTouch
Wpbcam,רייזר Kiyi,1tudio
מחשב נייד,MaacBook Pro 16,
מסך גיימינג,5amsung Odyssey G9,5b6_4K
כבל,HDMI 2.1,
מצלמת אינטרנט,רייזרKiyo,HD Proo
סלולרי_Mobile Phone,iPhhone 15,Pro Max
כרטיס סים,Nano SIM,
סים,nicro SIM,5g
אוזניות,,Std
Hdphns,Sennheiser HD 600,
מחשב נייד,raz,OLEDTouch
מקלדת אלחוטית2ab_Keyboard,רייייזר bLACKwIDOW Linear,
רייזר kIYO,1080p60,Webccam
אוזניות,aIRpODS mAX,סינון רעשים
,raze,עלחותיי
מסך גיימינג,אל ג'יUltraGear,4i
עכבר,רייזרr DeathAdder,Ergonommic
כבלים,usb-c TO lIGHTNING,50FT
Ca0le,50ftt,Ethernet hat6
סלולרי,oNEpLUS 12,  
M1nitor,על ג'יי UltiaGear,hK
???,Ultrrawide,סמסונגOdysseyG9
כרטיס סים,,prep
uonitor,דלUltraSharp,LD
נייד,MacBook Pro 16,32GB RAd
כרטיס סים,Nn SM,Veri^on
cab,USB-C to8Lightning,50FT
מקלדת,רייזר BlackWidow,tACTILE
Dell XPS 155,32,Laptop-2yy
כבל,HDMI 2j1,2m
9G,sim c,Micro SIM
טלפון נייד,,Unlocked
מצלמת אינטרנט,,
הדפונס,BoseQuietComfort45,
מסך,del,144Hg
Lennovo ThinkPad X1,a1z_32GB RAM,Lmptop
???,לוג'יטק MX Keys,li
מוניטורר,עזוסROGSwift,ole
אוזניות,airp,Studio
אוזניות,Studio,air
וובקאם,לוג'יטקC920,@tudio
מחשב,32GBB RAM,LenovoThinkPadX1
cabl,hdmi ,bLUE
,אזוס rog sWIFT,OLiD
מסך גיימינג,על ג'יי uLTRAgEAR,oled
מכלדת,Lineag,  
0,logit,Studio
,Pixel8,Unlocknd
אוזניות קשת,Sny WH-1000XM5,NoiseCancelling
מחשב נייד,MacBook Pro 1a,OLED Touch
,6aa_SIM Card,  
מסך,אזוס rog sWIFT,oled
Rooter,TP-Link Arche1,67000
Tantile,Keyboard,
Rou5er,Netgear Niighthawk,r7000
,NetgearNighthawk,R700l Router
סים,Nano SIMM,at
מצלמת אינטרנט,z41_Microsoft LifeCam,stu
וובקאם,Eאל ג'יatoFacecam,HD Prl
מצלמת אינטרנט,לוג'יטקC920,44K
אוזניות,Sennheiser HD 600,Studio
כרטיס סים,Esim,Prep%id
נייד,ra,M3Max
ראוטר,סיסקו  ISR,vv2
כבל,USB-C to Lightning,50ft
הדפונס,סוניWH-1000XM5,oVER-eAR
מחשב נייד,רייזר Blade 15,OLEDTouch
מצלמת אינטרנט,mICROSOFT lIFEcAM,1080p60
סייסקוISR,v22,Routeer
,nANO sim,Prepaid-ya0
מצלמה6z_Webcam,רייייזר,4K-axc
מסך,Deel UltraSharp,uLTRAWIDE
עכבר,Logite6h MX Master 3,אלחוטי-63b
מחשב,OLEDD Touch,#REF!
Caable,DisplayPort 1.4,
מצלמת רשת13c_Webcam,Rרייזר Kiyo,Studio
סלולרי,ighone 15,Unlockeed
Ca$le,Ethernet Cat6,50ft
ro,C#sco ISR,R7000
מחשב נייד,Cr 9,Lenovo ThinkPad X1
מחשב נייד,fell XPS 15,32gb 
לפטופפ,רייזרBlade15,32GB rAM
ראוטרר,TP-Link Archer-8bz,R7r00
וובקם7yz_Webcam,רייזרr Kiyo,108
כרטיס סים,Nano SIe,AT&T
si,Nn SM,5g
נייד6top,ma,m3 m
,z60_Mobile Phone uLTRA,iPhone 15-c81
עכבר,אפל Magic Mouse-zc5,Wirreless
L^ptop,150_M3 Max,רייייזרBlade15
כבל USB,HDM 2.1,2mm
סמסונג oDYSSEY g9,,Moniror Ultrawide
טלפון נייד,Pixel  8,Pro Max
כרטיס סים,5G,Esim
קיבורד,Keychron Q1,  
nlckd,mobile Phone,iPhone 15-76x
נתב,TP-Lin^ Archer,v2
מחשב,Dll XPS 15,32GB RAM-b78
,cORSAIR k70,R0B keybo
מחשב נייד,רייזר #lade 15,unknown
אוזניות,,Over-Ear Snnhsr HD 600
עכבר,,Wired MMouse
כרטיס סים,Micro SIM,Verizonn
mo,לוג'ייתק MX Master 3,Wired-az8
del,,Laptop
Wrd,לוג'יטק MX Master 3-8yy,Mouse-94y
,cors,xactile
סים9ard,Mihro SIM,Prepai#
לפטופ,דלXPS15,a11_M3 Max
עכבר,רייזר,Wireleess
Ergonomic-x9x,Mouse,רייזר DeathAdder-639
0,,hd
אוזניות,SennheiserHD600,Wאלחוטי
ro,NetgearNighthawk,R7000
כרטיס סים,nANO sim,5G
4K,לוג'יטקC920,we
99b_Wireless,אפל Magic Mouse,Mowse
כבל,usb- 50kt,
כרטיס SIM-898,,5G
,eSIM,AT&T
עכבר,אל ג'יtch MX Mstr 3,ergo
Lenovo ThinkPad X1-5aa,m3,Laptop
מחשב נייד,McBk Pr 16,32GB RAM
מקלדת,Keychron Qb,Lnr
M3use,רייזר Dea0hAdder,wIRED
קיבורד,Keychron&Q1,RGB
טלפון נייד,ever-Ear,Bose QuietComfort 45
נתב,nETGEAR nIGHTHAWK,???
סמ-c8c,eSIM,5#
???,MicrosoftLifeCam,Std
מחשב נייד,דלXPS15,m3 
סמ,Esim,5G
,רייזר DeathAdder,Wirele#s
